timestamp,user_id,hour,minute,day_of_week,is_weekend,temperature,humidity,device,action,value,light_state,fan_state,ac_state,hour_sin,hour_cos,dow_sin,dow_cos,device_id,user_num,action_binary
2025-01-02 11:19:00,daughter,11,0,3,0,30.4,69.2,fan,on,3,1,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,3,3,1
2025-01-02 12:50:00,son,12,27,3,0,30.7,53.5,fan,on,5,1,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,3,2,1
2025-01-02 13:00:00,mom,13,15,3,0,30.1,63.3,fan,on,0,1,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,3,1,1
2025-01-02 13:40:00,daughter,13,39,3,0,30.1,63.3,fan,on,0,1,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,3,3,1
2025-01-02 17:41:00,son,17,35,3,0,28.3,59.4,fan,on,5,1,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,3,2,1
2025-01-02 17:26:00,daughter,17,3,3,0,28.3,59.4,fan,on,4,1,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,3,3,1
2025-01-02 18:29:00,dad,18,19,3,0,27.4,72.9,living_room_light,on,68,1,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,1
2025-01-02 18:28:00,son,18,30,3,0,27.4,72.9,living_room_light,on,77,1,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,2,1
2025-01-02 19:40:00,dad,19,27,3,0,25.5,64.7,kitchen_light,on,91,1,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,2,0,1
2025-01-02 19:21:00,mom,19,38,3,0,25.5,64.7,kitchen_light,on,90,1,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,2,1,1
2025-01-02 19:30:00,son,19,21,3,0,25.5,64.7,kitchen_light,on,81,1,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,2,2,1
2025-01-02 20:54:00,dad,20,19,3,0,24.8,68.9,living_room_light,on,68,1,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,1
2025-01-02 20:58:00,daughter,20,17,3,0,24.8,68.9,living_room_light,on,44,1,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,3,1
2025-01-02 21:01:00,dad,21,0,3,0,25.3,76.9,living_room_light,on,59,1,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,1
2025-01-02 21:37:00,son,21,40,3,0,25.3,76.9,living_room_light,on,65,1,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,2,1
2025-01-02 22:24:00,mom,22,56,3,0,23.0,85.9,bedroom_light,on,28,1,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1,1,1
2025-01-02 22:18:00,daughter,22,41,3,0,23.0,85.9,fan,off,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,3,3,0
2025-01-02 23:29:00,son,23,19,3,0,24.2,80.9,bedroom_light,on,27,1,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1,2,1
2025-01-03 06:30:00,dad,6,21,4,0,26.1,62.9,living_room_light,on,79,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,1
2025-01-03 06:25:00,mom,6,33,4,0,26.1,62.9,living_room_light,on,72,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,1,1
2025-01-03 07:24:00,dad,7,39,4,0,26.8,60.8,living_room_light,on,82,1,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,1
2025-01-03 07:41:00,mom,7,18,4,0,26.8,60.8,kitchen_light,on,92,1,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2,1,1
2025-01-03 07:10:00,daughter,7,20,4,0,26.8,60.8,kitchen_light,on,92,1,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2,3,1
2025-01-03 10:17:00,mom,10,43,4,0,28.8,61.7,fan,on,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3,1,1
2025-01-03 12:13:00,dad,12,23,4,0,31.2,63.5,fan,on,3,1,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,3,0,1
2025-01-03 16:36:00,son,16,6,4,0,28.4,62.2,fan,on,0,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3,2,1
2025-01-03 16:58:00,daughter,16,2,4,0,28.4,62.2,fan,on,0,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3,3,1
2025-01-03 18:08:00,son,18,33,4,0,26.8,66.8,living_room_light,on,72,1,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,2,1
2025-01-03 19:41:00,mom,19,42,4,0,23.2,74.5,kitchen_light,on,82,1,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,2,1,1
2025-01-03 19:02:00,daughter,19,17,4,0,23.2,74.5,fan,off,0,1,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,3,3,0
2025-01-03 20:58:00,dad,20,40,4,0,24.8,65.7,living_room_light,on,66,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,1
2025-01-03 20:29:00,mom,20,41,4,0,24.8,65.7,living_room_light,on,58,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,1,1
2025-01-03 20:17:00,daughter,20,39,4,0,24.8,65.7,living_room_light,on,48,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,3,1
2025-01-03 21:03:00,dad,21,3,4,0,23.9,86.6,living_room_light,on,67,1,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,1
2025-01-03 21:47:00,mom,21,35,4,0,23.9,86.6,living_room_light,on,62,1,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,1,1
2025-01-03 21:02:00,son,21,11,4,0,23.9,86.6,living_room_light,on,81,1,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,2,1
2025-01-03 21:57:00,daughter,21,26,4,0,23.9,86.6,ac,off,0,1,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,4,3,0
2025-01-03 22:41:00,son,22,42,4,0,24.2,83.7,bedroom_light,on,34,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,2,1
2025-01-03 23:06:00,son,23,41,4,0,24.1,81.0,bedroom_light,on,31,1,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1,2,1
2025-01-04 06:35:00,dad,6,36,5,1,27.0,66.3,living_room_light,on,74,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,1
2025-01-04 06:53:00,mom,6,32,5,1,27.0,66.3,living_room_light,on,68,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 07:12:00,dad,7,31,5,1,26.8,68.8,kitchen_light,on,93,1,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2,0,1
2025-01-04 07:50:00,mom,7,40,5,1,26.8,68.8,living_room_light,on,67,1,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 07:45:00,son,7,44,5,1,26.8,68.8,kitchen_light,on,90,1,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2,2,1
2025-01-04 09:11:00,dad,9,36,5,1,29.7,63.6,fan,on,0,1,0,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 09:26:00,mom,9,20,5,1,29.7,63.6,fan,on,0,1,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3,1,1
2025-01-04 09:51:00,daughter,9,16,5,1,29.7,63.6,fan,on,5,1,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3,3,1
2025-01-04 10:18:00,dad,10,32,5,1,30.9,59.4,fan,on,0,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 10:55:00,mom,10,6,5,1,30.9,59.4,fan,on,0,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,1,1
2025-01-04 10:26:00,son,10,42,5,1,30.9,59.4,fan,on,3,1,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,2,1
2025-01-04 11:10:00,dad,11,9,5,1,29.3,60.8,fan,on,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 11:35:00,mom,11,57,5,1,29.3,60.8,fan,on,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3,1,1
2025-01-04 11:41:00,son,11,46,5,1,29.3,60.8,fan,on,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3,2,1
2025-01-04 11:57:00,daughter,11,14,5,1,29.3,60.8,fan,on,10,1,1,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3,3,1
2025-01-04 12:15:00,dad,12,31,5,1,30.7,58.9,fan,on,1,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 12:10:00,mom,12,22,5,1,30.7,58.9,kitchen_light,on,96,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,2,1,1
2025-01-04 12:22:00,son,12,29,5,1,30.7,58.9,fan,on,0,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3,2,1
2025-01-04 12:25:00,daughter,12,55,5,1,30.7,58.9,kitchen_light,on,89,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,2,3,1
2025-01-04 13:49:00,dad,13,55,5,1,29.0,56.0,fan,on,4,1,1,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 13:40:00,mom,13,21,5,1,29.0,56.0,fan,on,0,1,1,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3,1,1
2025-01-04 13:19:00,son,13,9,5,1,29.0,56.0,fan,on,0,1,1,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3,2,1
2025-01-04 14:48:00,dad,14,51,5,1,29.9,63.8,fan,on,0,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3,0,1
2025-01-04 14:16:00,mom,14,19,5,1,29.9,63.8,fan,on,10,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3,1,1
2025-01-04 14:53:00,son,14,48,5,1,29.9,63.8,fan,on,4,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3,2,1
2025-01-04 18:55:00,dad,18,7,5,1,26.0,63.7,living_room_light,on,65,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,1
2025-01-04 18:24:00,mom,18,43,5,1,26.0,63.7,living_room_light,on,49,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 19:22:00,dad,19,37,5,1,25.8,72.2,living_room_light,on,70,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,0,1
2025-01-04 19:19:00,mom,19,21,5,1,25.8,72.2,living_room_light,on,61,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 19:52:00,daughter,19,49,5,1,25.8,72.2,kitchen_light,on,97,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,2,3,1
2025-01-04 20:56:00,mom,20,11,5,1,24.5,63.7,living_room_light,on,50,1,1,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 20:51:00,daughter,20,34,5,1,24.5,63.7,living_room_light,on,45,1,1,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,3,1
2025-01-04 21:06:00,mom,21,40,5,1,24.8,76.2,living_room_light,on,63,1,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,1,1
2025-01-04 21:25:00,son,21,18,5,1,24.8,76.2,living_room_light,on,80,1,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,2,1
2025-01-04 21:12:00,daughter,21,9,5,1,24.8,76.2,living_room_light,on,43,1,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,3,1
2025-01-04 22:37:00,son,22,53,5,1,22.9,88.1,fan,off,0,1,1,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3,2,0
2025-01-04 23:24:00,son,23,28,5,1,24.4,78.6,bedroom_light,on,28,1,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,2,1
2025-01-05 06:49:00,dad,6,30,6,1,25.8,66.5,living_room_light,on,90,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,1
2025-01-05 06:11:00,mom,6,15,6,1,25.8,66.5,living_room_light,on,78,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,1,1
2025-01-05 07:43:00,dad,7,56,6,1,27.7,66.5,kitchen_light,on,84,1,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2,0,1
2025-01-05 07:39:00,son,7,31,6,1,27.7,66.5,kitchen_light,on,88,1,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2,2,1
2025-01-05 09:58:00,dad,9,37,6,1,28.9,62.6,fan,on,4,1,0,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 09:06:00,mom,9,42,6,1,28.9,62.6,fan,on,0,1,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,1,1
2025-01-05 09:12:00,son,9,35,6,1,28.9,62.6,fan,on,6,1,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,2,1
2025-01-05 10:01:00,dad,10,21,6,1,29.4,61.6,fan,on,1,1,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 11:51:00,dad,11,47,6,1,28.9,66.9,fan,on,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 11:55:00,mom,11,8,6,1,28.9,66.9,fan,on,5,1,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,3,1,1
2025-01-05 12:54:00,dad,12,27,6,1,30.5,62.0,kitchen_light,on,85,1,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,0,1
2025-01-05 12:47:00,mom,12,11,6,1,30.5,62.0,kitchen_light,on,93,1,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,1,1
2025-01-05 13:57:00,dad,13,12,6,1,29.5,64.1,fan,on,0,1,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 13:19:00,son,13,9,6,1,29.5,64.1,fan,on,7,1,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,3,2,1
2025-01-05 14:24:00,mom,14,29,6,1,29.4,61.0,fan,on,1,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,3,1,1
2025-01-05 14:49:00,son,14,5,6,1,29.4,61.0,fan,on,0,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,3,2,1
2025-01-05 15:43:00,dad,15,29,6,1,28.5,57.5,fan,on,0,1,1,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 15:51:00,mom,15,18,6,1,28.5,57.5,fan,on,2,1,1,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,3,1,1
2025-01-05 15:29:00,son,15,55,6,1,28.5,57.5,fan,on,6,1,1,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,3,2,1
2025-01-05 16:07:00,dad,16,3,6,1,29.0,66.5,fan,on,0,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,1
2025-01-05 16:34:00,mom,16,57,6,1,29.0,66.5,fan,on,3,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,1,1
2025-01-05 16:51:00,daughter,16,7,6,1,29.0,66.5,fan,on,0,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,3,1
2025-01-05 18:29:00,dad,18,8,6,1,26.7,62.8,living_room_light,on,67,1,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,1
2025-01-05 18:20:00,mom,18,57,6,1,26.7,62.8,living_room_light,on,51,1,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,1,1
2025-01-05 18:08:00,son,18,52,6,1,26.7,62.8,living_room_light,on,81,1,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,2,1
2025-01-05 18:46:00,daughter,18,52,6,1,26.7,62.8,living_room_light,on,48,1,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,3,1
2025-01-05 19:53:00,dad,19,47,6,1,21.2,68.4,living_room_light,on,73,1,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,1
2025-01-05 19:00:00,mom,19,41,6,1,21.2,68.4,kitchen_light,on,97,1,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,2,1,1
2025-01-05 19:13:00,son,19,42,6,1,21.2,68.4,fan,off,0,1,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,3,2,0
2025-01-05 19:40:00,daughter,19,0,6,1,21.2,68.4,living_room_light,on,47,1,0,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,3,1
2025-01-05 20:33:00,dad,20,2,6,1,23.8,71.8,ac,off,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4,0,0
2025-01-05 20:48:00,mom,20,53,6,1,23.8,71.8,ac,off,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4,1,0
2025-01-05 20:39:00,son,20,46,6,1,23.8,71.8,living_room_light,on,79,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,2,1
2025-01-05 20:27:00,daughter,20,10,6,1,23.8,71.8,living_room_light,on,44,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,3,1
2025-01-05 21:41:00,dad,21,9,6,1,24.4,83.8,living_room_light,on,65,1,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,0,1
2025-01-05 21:45:00,mom,21,37,6,1,24.4,83.8,living_room_light,on,51,1,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,1,1
2025-01-05 21:39:00,son,21,29,6,1,24.4,83.8,living_room_light,on,81,1,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,2,1
